fromnodeid	tonodeid
RPN1	UBQLN2
RPN1	COPA
RPN1	WSB2
RPN1	SIGIRR
RPN1	RAB5IF
PHB2	MEF2A
PHB2	AKT1
PHB2	RPS13
PHB2	RPL26
PHB2	RPS7
PHB2	RPL23
PHB2	RPL6
PHB2	RPL7
PHB2	RPL27
PHB2	HNRNPH2
PHB2	ATP5F1C
PHB2	VAPA
PHB2	TRAF6
PHB2	TFE3
PHB2	IKBKE
PHB2	MAP1LC3B
PHB2	RIPK2
PHB2	SIRT2
PHB2	UQCRC1
PHB2	YBX1
PHB2	SLC25A5
PHB2	LYAR
PHB2	HDAC5
PHB2	CTNNB1
PHB2	PTMA
PHB2	PPP1CA
PHB2	DYNC1H1
PHB2	RAB7A
PHB2	RNF2
PHB2	NDUFB8
PHB2	MTCH2
PHB2	VDAC3
PHB2	IMMT
PHB2	SLC25A3
PHB2	PCBP2
PHB2	DICER1
PHB2	MRPS5
PHB2	RPL38
PHB2	NUP93
PHB2	ATXN10
PHB2	RNF149
PHB2	COPA
PHB2	AGO3
EIF3L	RGS2
EIF3L	EIF3M
EIF3L	EIF3K
EIF3L	SMAD2
EIF3L	DNM2
EIF3L	EIF3A
EIF3L	EIF3E
EIF3L	EIF3H
EIF3L	EIF3F
EIF3L	EIF3G
EIF3L	ZNF746
EIF3L	AGO3
EIF3L	TMBIM4
EIF3L	HLA-C
EIF3L	XRN2
EIF3L	PPP1R18
SLC25A5	RPS13
SLC25A5	RPL26
SLC25A5	RPS7
SLC25A5	RPS11
SLC25A5	RPL23
SLC25A5	RPL6
SLC25A5	RPL7
SLC25A5	RPL27
SLC25A5	MAP3K3
SLC25A5	HNRNPH2
SLC25A5	ATXN3
SLC25A5	ATP5F1C
SLC25A5	IKBKG
SLC25A5	TNFRSF1A
SLC25A5	SSR1
SLC25A5	TUBB1
SLC25A5	MAP3K1
SLC25A5	SRP14
SLC25A5	NAP1L1
SLC25A5	YBX1
SLC25A5	RPLP2
SLC25A5	TUBA1A
SLC25A5	RPS24
SLC25A5	TAB1
SLC25A5	EIF4B
SLC25A5	ARAF
SLC25A5	DNAJA2
SLC25A5	RIPK3
SLC25A5	CLNS1A
SLC25A5	COPA
SLC25A5	DICER1
SLC25A5	MRPS5
SLC25A5	MYCBP
SLC25A5	AGO1
SLC25A5	IMMT
SLC25A5	RPL36A
SLC25A5	SLC25A3
SLC25A5	AGO4
SLC25A5	PCBP2
SLC25A5	NDUFA4
SLC25A5	RPL39
SLC25A5	RPL38
SLC25A5	TNFRSF1B
SLC25A5	TUFM
SLC25A5	LYAR
SLC25A5	OXA1L
SLC25A5	TMEM33
SLC25A5	SSR4
SLC25A5	SCYL2
SLC25A5	IPO8
DICER1	RPS13
DICER1	RPL26
DICER1	RPS7
DICER1	RPL23
DICER1	RPL6
DICER1	RPL7
DICER1	RPL27
DICER1	SSR1
DICER1	ALOX5
DICER1	IMMT
DICER1	SLC25A3
DICER1	PCBP2
DICER1	TAB1
DICER1	XPO1
DICER1	EIF4B
DICER1	DNAJA2
DICER1	CLNS1A
DICER1	COPA
DICER1	AGO1
DICER1	AGO3
DICER1	DHX58
DICER1	AGO4
DICER1	NDUFA4
DICER1	RPL38
DICER1	IPO8
DICER1	MYCBP
DICER1	TMEM33
DICER1	SSR4
DICER1	OXA1L
YBX1	YWHAZ
YBX1	RPS6KA1
YBX1	AKT1
YBX1	RPS13
YBX1	CUL4B
YBX1	RPL26
YBX1	RPS7
YBX1	RPS11
YBX1	RPL23
YBX1	RPL6
YBX1	RPL7
YBX1	RPL27
YBX1	HNRNPH2
YBX1	ATP5F1C
YBX1	EIF3E
YBX1	MAPK1
YBX1	VIM
YBX1	TUBB1
YBX1	ANXA2
YBX1	SRP14
YBX1	NAP1L1
YBX1	ACTB
YBX1	EIF3M
YBX1	MYL6
YBX1	EIF3K
YBX1	ARRB1
YBX1	IREB2
YBX1	FBXO33
YBX1	HNRNPD
YBX1	IMMT
YBX1	RPL36A
YBX1	RACK1
YBX1	CD4
YBX1	RPS24
YBX1	SF3B5
YBX1	SLC25A3
YBX1	ANXA1
YBX1	VDAC3
YBX1	AGO4
YBX1	PCBP2
YBX1	TUBA1A
YBX1	RPL39
YBX1	MRPS5
YBX1	RPL38
YBX1	RPLP2
YBX1	UBA52
YBX1	TBC1D9
YBX1	LYAR
YBX1	COPA
YBX1	RPS6KA3
YBX1	ANXA6
YBX1	ZMAT5
YBX1	TUFM
YBX1	ATP5F1A
YBX1	RNF149
YBX1	GNAI2
YBX1	RNPC3
YBX1	ZRSR2
YBX1	SCYL2
COPA	RPS13
COPA	RPL26
COPA	RPS7
COPA	RPL23
COPA	RPL6
COPA	RPL7
COPA	ATP5F1C
COPA	IKBKG
COPA	RAC1
COPA	IMMT
COPA	SLC25A3
COPA	PCBP2
COPA	STX8
COPA	COPZ1
COPA	COPE
COPA	TGOLN2
COPA	SLC25A11
COPA	RNF149
HNRNPH2	YWHAZ
HNRNPH2	RPL26
HNRNPH2	RPS7
HNRNPH2	RPL23
HNRNPH2	RPL6
HNRNPH2	RPL7
HNRNPH2	PLOD1
HNRNPH2	ATP5F1C
HNRNPH2	IMMT
HNRNPH2	SLC25A3
HNRNPH2	MRPS5
HNRNPH2	RPL38
HNRNPH2	LYAR
HNRNPH2	CCNK
RPL38	RPS13
RPL38	RPL26
RPL38	RPS7
RPL38	RPS11
RPL38	RPL23
RPL38	RPL6
RPL38	RPL7
RPL38	RPL27
RPL38	ATP5F1C
RPL38	SSR1
RPL38	TRAF6
RPL38	TFE3
RPL38	HLA-B
RPL38	RIPK2
RPL38	RPLP2
RPL38	RPS24
RPL38	LYAR
RPL38	RPL36A
RPL38	RPL39
RPL38	IMMT
RPL38	SLC25A3
RPL38	TAB1
RPL38	EIF4B
RPL38	NDUFA4
RPL38	RPS26
RPL38	FAU
RPL38	IPO8
RPL38	DNAJA2
RPL38	TNFRSF1B
RPL38	CLNS1A
RPL38	MRPS5
RPL38	MYCBP
RPL38	UBA52
RPL38	AGO1
RPL38	AGO4
RPL38	OXA1L
RPL38	SSR4
RPL38	TMEM33
RPL38	LILRB3
AGO4	RPL23
AGO4	RPL27
AGO4	ATP5F1C
AGO4	TUBA1A
AGO4	TUFM
AGO4	ATP5ME
AGO4	SLC25A3
AGO4	TRIM21
AGO4	EIF4B
AGO4	MYCBP
AGO4	IPO8
AGO4	AGO3
AGO4	ACTB
AGO4	CCT5
AGO4	RPS26
AGO4	DNAJA2
AGO4	PABPC4
AGO4	GALK1
TRAF6	UBE2I
TRAF6	SYK
TRAF6	AKT1
TRAF6	RPS11
TRAF6	PSMD2
TRAF6	NEDD8
TRAF6	MAP3K3
TRAF6	MT-CO2
TRAF6	ATP5PB
TRAF6	HADHA
TRAF6	IKBKG
TRAF6	PRKCSH
TRAF6	EIF3E
TRAF6	GNAI3
TRAF6	RTN4
TRAF6	PSMA1
TRAF6	MAPRE1
TRAF6	MAP3K8
TRAF6	ATP5MF
TRAF6	GLUD1
TRAF6	PSMC1
TRAF6	TAB1
TRAF6	MAP2K6
TRAF6	BAG6
TRAF6	EIF3M
TRAF6	FAU
TRAF6	PELI3
TRAF6	PLEKHF2
TRAF6	PELI1
TRAF6	SLIRP
TRAF6	HMGB2
TRAF6	PSMB3
TRAF6	MVP
TRAF6	UBE2E1
TRAF6	TNFRSF1B
TRAF6	MTPN
TRAF6	IRAK4
TRAF6	ETFA
TRAF6	DYNC1H1
TRAF6	MSN
TRAF6	SDCCAG8
TRAF6	VPS35
TRAF6	ARPC2
TRAF6	TMBIM6
TRAF6	RIPK2
TRAF6	MAP2K7
TRAF6	PSMD4
TRAF6	KCNQ1
TRAF6	PCMT1
TRAF6	CLIP4
TRAF6	CD44
TRAF6	ACTR3
TRAF6	TBCA
TRAF6	MAP3K5
TRAF6	MAP3K7
TRAF6	RUNX1
TRAF6	USP7
TRAF6	EIF3K
TRAF6	PPP4C
TRAF6	RAC1
TRAF6	HIF1A
TRAF6	IGF2R
TRAF6	PSEN1
TRAF6	NAP1L1
TRAF6	IRF5
TRAF6	ARRB1
TRAF6	CALM3
TRAF6	BECN1
TRAF6	TAX1BP1
TRAF6	TOLLIP
TRAF6	MCL1
TRAF6	TAB3
TRAF6	IRAK1
TRAF6	IRAK3
TRAF6	IL17RA
TRAF6	IRF7
TRAF6	BIRC2
TRAF6	OTUB1
TRAF6	MAP3K11
TRAF6	USP4
TRAF6	CASP8
TRAF6	MYD88
TRAF6	TIRAP
TRAF6	PELI2
TRAF6	WDFY3
TRAF6	PLEKHO1
TRAF6	LIMD1
TRAF6	TANK
TRAF6	TBK1
TRAF6	VAV3
TRAF6	IPMK
TRAF6	CDC42
TRAF6	RAB7A
TRAF6	ACTG1
TRAF6	CALM2
TRAF6	TALDO1
TRAF6	GNB2
TRAF6	UBA52
TRAF6	TRAF7
TRAF6	RAB5C
TRAF6	PSMB4
TRAF6	MOB1A
TRAF6	AIMP2
TRAF6	MARCKS
TRAF6	APRT
TRAF6	PREP
TRAF6	ACTR2
TRAF6	SDCBP
TRAF6	EIF3F
TRAF6	PSMD7
TRAF6	CSDE1
TRAF6	ZFAND5
TRAF6	PAFAH1B2
TRAF6	MYL12A
TRAF6	TSN
TRAF6	HPRT1
TRAF6	TUFM
TRAF6	TAGLN2
TRAF6	KHSRP
TRAF6	PXN
TRAF6	AP2A1
TRAF6	CAPZB
TRAF6	CAPZA1
TRAF6	EIF4E2
TRAF6	ATP6V1E1
TRAF6	PSMD13
TRAF6	UEVLD
TRAF6	SEC11A
TRAF6	HEATR3
TRAF6	TRAFD1
TRAF6	PSMB2
TRAF6	S100A11
TRAF6	ESD
TRAF6	MAP2K1
TRAF6	GMFB
TRAF6	RAB10
TRAF6	PSMA2
TRAF6	SIGIRR
TRAF6	CCDC59
TRAF6	PSMC6
TRAF6	BRI3BP
TRAF6	ERLIN1
TRAF6	ANXA2
TRAF6	TRAM1
TRAF6	IRF8
TRAF6	PGD
TRAF6	KCTD12
TRAF6	NDUFA1
TRAF6	CS
TRAF6	PTPN6
TRAF6	MT-ND1
TRAF6	RCC2
TRAF6	CBL
TRAF6	GSTO1
TRAF6	ATP5PO
TRAF6	PSMA4
TRAF6	GDI2
TRAF6	UBXN7
EIF4A1	YWHAZ
EIF4A1	IBTK
EIF4A1	EIF3A
EIF4A1	MED26
EIF4A1	EIF4G2
EIF4A1	EIF4G3
EIF4A1	EIF4H
RNF149	RPL26
RNF149	RPL6
RNF149	ATP5F1C
RNF149	SLC25A3
RPS7	YWHAZ
RPS7	PIAS2
RPS7	SUMO3
RPS7	YWHAH
RPS7	RPS13
RPS7	CUL4B
RPS7	RPL26
RPS7	SRP14
RPS7	ACTB
RPS7	EIF3M
RPS7	RPS26
RPS7	FAU
RPS7	MYL6
RPS7	TUBA1A
RPS7	ANXA6
RPS7	TUBB1
RPS7	ZBTB14
RPS7	MDM2
RPS7	PIAS1
RPS7	EIF3K
RPS7	MCM5
RPS7	NAP1L1
RPS7	RPS6KB2
RPS7	ANXA2
RPS7	RACK1
RPS7	HNRNPD
RPS7	RPLP2
RPS7	RPL23
RPS7	RPL7
RPS7	RPL6
RPS7	RPS24
RPS7	RPS11
RPS7	ATP5F1C
RPS7	IMMT
RPS7	RPL36A
RPS7	CD4
RPS7	VIM
RPS7	SLC25A3
RPS7	ANXA1
RPS7	VDAC3
RPS7	ATP5F1A
RPS7	NEDD8
RPS7	PSMD2
RPS7	GNAI2
RPS7	EIF3E
RPS7	PCBP2
RPS7	MRPS5
RPS7	RPL39
RPS7	CUL4A
RPS7	SCYL2
RPS7	LYAR
RPS7	UBA52
RPS7	RPL27
RPS7	EIF2A
RPS7	TUFM
RPS7	DDX19B
HLA-B	PSMD2
HLA-B	LMNB1
HLA-B	GLUL
HLA-B	UQCRC2
HLA-B	MT-CO2
HLA-B	HADHA
HLA-B	SSR1
HLA-B	B2M
HLA-B	TAPBP
HLA-B	RAB2A
HLA-B	PSMA1
HLA-B	PSME3
HLA-B	MAPK1
HLA-B	MAPRE1
HLA-B	PSMA7
HLA-B	PSMC6
HLA-B	PSMD4
HLA-B	PSMC1
HLA-B	PSMD13
HLA-B	PSMB1
HLA-B	PSMB3
HLA-B	PSMB4
HLA-B	SRP14
HLA-B	SLIRP
HLA-B	MYL6
HLA-B	UBE2K
HLA-B	ATP6V1A
HLA-B	LILRB1
HLA-B	LTA4H
HLA-B	MTPN
HLA-B	MSN
HLA-B	DUSP3
HLA-B	VPS35
HLA-B	ACTR1A
HLA-B	ARPC2
HLA-B	RAB6A
HLA-B	TPM3
HLA-B	VMA21
HLA-B	PCMT1
HLA-B	TBCA
HLA-B	KCTD12
HLA-B	RAB5C
HLA-B	APEH
HLA-B	EIF3F
HLA-B	ACTR2
HLA-B	CAPRIN1
HLA-B	ARF6
HLA-B	NAP1L1
HLA-B	CALM3
HLA-B	ANXA2
HLA-B	PDCD6IP
HLA-B	SNX3
HLA-B	TPT1
HLA-B	RHOA
HLA-B	RAB7A
HLA-B	MAP2K1
HLA-B	ATF7IP
HLA-B	EIF3H
HLA-B	PFKL
HLA-B	HLA-A
HLA-B	HPRT1
HLA-B	TSN
HLA-B	PREP
HLA-B	SND1
HLA-B	CAPZA1
HLA-B	CS
HLA-B	TIMM13
HLA-B	AIMP1
HLA-B	CLIC1
HLA-B	CSDE1
HLA-B	COPS3
HLA-B	TUFM
HLA-B	RAB1B
HLA-B	TXNDC17
HLA-B	S100A11
HLA-B	TKT
HLA-B	TAGLN2
HLA-B	SEC13
HLA-B	CALM2
HLA-B	VDAC3
HLA-B	RAB14
HLA-B	IARS2
HLA-B	HLA-C
HLA-B	SOD2
HLA-B	CSTB
HLA-B	HBA1
HLA-B	HBA2
HLA-B	RCC2
HLA-B	ERP29
HLA-B	ATP5MG
HLA-B	ESD
HLA-B	PGD
HLA-B	TPP2
HLA-B	NACA4P
HLA-B	SEC11A
PCSK7	HNRNPD
PCSK7	CSDE1
PXN	SYK
PXN	PTPRO
PXN	TMPO
PXN	MAPK3
PXN	PTEN
PXN	MAPK1
PXN	FYN
PXN	VCL
PXN	MAPK14
PXN	CLTC
PXN	ILK
PXN	CDK5
PXN	PDPK1
PXN	CBL
PXN	ITGA4
PXN	PTPRC
PXN	GSN
PXN	RNF146
PXN	ITGB3
PXN	PTK2B
PXN	CTNNB1
PXN	ADAM17
PXN	PTBP1
PXN	GSK3A
PXN	FGR
PXN	ASAP1
PXN	LIMK1
PXN	PAK1
PXN	XPO1
PXN	GIT2
PXN	TLN1
PXN	RAB8B
PXN	TFCP2
PXN	PPP2CA
PXN	SRSF3
PXN	CSK
LYAR	RPS13
LYAR	RPL26
LYAR	RPS11
LYAR	RPL23
LYAR	RPL6
LYAR	RPL7
LYAR	RPL27
LYAR	ATP5F1C
LYAR	TUBB1
LYAR	TWF2
LYAR	SRP14
LYAR	NAP1L1
LYAR	RPLP2
LYAR	TUBA1A
LYAR	RPS24
LYAR	TUFM
LYAR	LLPH
LYAR	RPS26
LYAR	FAU
LYAR	SRP9
LYAR	RSL24D1
LYAR	MTDH
LYAR	SREK1IP1
LYAR	MRPS5
LYAR	IMMT
LYAR	RPL36A
LYAR	SLC25A3
LYAR	RPL39
LYAR	SCYL2
LYAR	DHX57
WNK1	HDAC9
WNK1	YWHAZ
WNK1	YWHAE
WNK1	BAZ2B
WNK1	MADD
WNK1	LCP2
WNK1	NACA
WNK1	ITPRID2
WNK1	CLTC
WNK1	KLHL2
WNK1	AKT1
WNK1	PRKAR1A
WNK1	TNNT1
WNK1	SLC12A6
WNK1	CAMKK2
WNK1	RAP1GAP2
WNK1	ACTN1
WNK1	MYCBP2
WNK1	STAT6
WNK1	CLU
WNK1	HIPK2
WNK1	RIPOR2
WNK1	WAS
WNK1	RPH3A
WNK1	MAP3K2
WNK1	MAP3K3
WNK1	PIAS1
WNK1	HGS
WNK1	SH3KBP1
WNK1	APC
WNK1	ARRB1
WNK1	MYH9
WNK1	ACTN4
WNK1	E2F3
WNK1	MAP2K1
WNK1	FHL3
WNK1	STRN
WNK1	RPL26
WNK1	LCP1
WNK1	ZYX
WNK1	MSL2
WNK1	SEC13
WNK1	CSDE1
WNK1	HBA2
WNK1	FKBP8
WNK1	OPA1
WNK1	HLA-C
WNK1	ABHD17A
WNK1	ME2
WNK1	EIF3A
WNK1	AKNA
WNK1	USF2
WNK1	FHOD1
WNK1	ZNF106
WNK1	KIAA0232
WNK1	MARK4
WNK1	LILRB3
RPL26	PIAS2
RPL26	SUMO3
RPL26	YWHAH
RPL26	RPS13
RPL26	CUL4B
RPL26	SRP14
RPL26	RPS26
RPL26	FAU
RPL26	PSTPIP1
RPL26	TUBA1A
RPL26	TUBB1
RPL26	UBA52
RPL26	RPS24
RPL26	MDM2
RPL26	PIAS1
RPL26	MCM5
RPL26	RAC1
RPL26	NAP1L1
RPL26	MAPK3
RPL26	RPLP2
RPL26	CUL4A
RPL26	PSMD2
RPL26	ATP5F1C
RPL26	RPS11
RPL26	RPL7
RPL26	MRPS5
RPL26	RPL6
RPL26	RPL23
RPL26	IMMT
RPL26	RPL36A
RPL26	SLC25A3
RPL26	SCYL2
RPL26	CNBP
RPL26	TUFM
RPL26	EIF2A
RPL26	NEDD8
RPL26	RPL39
RPL26	DDX19B
RPL26	RPL27
RPL26	PCBP2
RACK1	SAT1
RACK1	RPS13
RACK1	RPL7
RACK1	DDX19B
RACK1	PRKCD
RACK1	PRKCB
RACK1	IKBKG
RACK1	PRKCE
RACK1	TNFRSF1A
RACK1	EIF3E
RACK1	VIM
RACK1	TSC22D4
RACK1	FYN
RACK1	ANXA2
RACK1	VCL
RACK1	VHL
RACK1	TUBA1A
RACK1	RPS24
RACK1	STAT1
RACK1	RB1
RACK1	AGTRAP
RACK1	ATP5F1A
RACK1	ACTB
RACK1	EIF3M
RACK1	MYL6
RACK1	ANXA6
RACK1	GNB1
RACK1	LARP4B
RACK1	HIF1A
RACK1	TMEM131
RACK1	RASA3
RACK1	INSR
RACK1	TYK2
RACK1	CD4
RACK1	NFAM1
RACK1	ITGB2
RACK1	EIF3K
RACK1	IFNAR2
RACK1	ARRDC3
RACK1	OLA1
RACK1	BECN1
RACK1	NSMAF
RACK1	CSF2RB
RACK1	OTUB1
RACK1	GNG2
RACK1	BCL2L11
RACK1	VDAC3
RACK1	GNAI2
RACK1	HNRNPD
RACK1	ANXA1
RACK1	PLEC
RACK1	IKBKB
RACK1	IL4R
RACK1	IFNAR1
RACK1	RAF1
RACK1	USP10
RACK1	CNOT2
SLC25A3	RPS13
SLC25A3	RPL23
SLC25A3	RPL6
SLC25A3	RPL7
SLC25A3	CREB1
SLC25A3	ATXN3
SLC25A3	ATP5F1C
SLC25A3	TNFRSF1A
SLC25A3	SSR1
SLC25A3	SP1
SLC25A3	VDAC3
SLC25A3	IMMT
SLC25A3	TAB1
SLC25A3	IPO8
SLC25A3	DNAJA2
SLC25A3	TNFRSF1B
SLC25A3	AGO3
SLC25A3	MYCBP
SLC25A3	CLNS1A
SLC25A3	RAB7A
SLC25A3	OXA1L
SLC25A3	EIF4B
SLC25A3	RIPK3
SLC25A3	MRPS5
SLC25A3	AGO1
SLC25A3	PCBP2
SLC25A3	SSR4
SLC25A3	NDUFB8
SLC25A3	NDUFA4
SLC25A3	TMEM33
AGO1	RPL23
AGO1	SSR1
AGO1	TMEM33
AGO1	IPO8
AGO1	FKBP5
AGO1	LRRK2
AGO1	XPO1
AGO1	PRNP
AGO1	DCP2
AGO1	DNAJA2
ATP5F1C	RPL23
ATP5F1C	RPL6
ATP5F1C	RPL7
ATP5F1C	CANX
ATP5F1C	UQCRC2
ATP5F1C	MT-CO2
ATP5F1C	ATP5PB
ATP5F1C	ATP5MF
ATP5F1C	ATP6V1A
ATP5F1C	MGST3
ATP5F1C	UQCRQ
ATP5F1C	TOMM22
ATP5F1C	TGOLN2
ATP5F1C	ATP5F1E
ATP5F1C	ATP5PD
ATP5F1C	MPP1
ATP5F1C	ATP5F1D
ATP5F1C	ATP5PO
ATP5F1C	ATP5F1B
ATP5F1C	NDUFA4
ATP5F1C	CCND3
ATP5F1C	UQCRC1
ATP5F1C	IMMT
ATP5F1C	ATP5F1A
ATP5F1C	MTCH2
ATP5F1C	VDAC3
ATP5F1C	NDUFS3
ATP5F1C	COQ2
ATP5F1C	FBXO7
ATP5F1C	COX4I1
ATP5F1C	MED15
ATP5F1C	ATP5MG
ATP5F1C	MRPS5
ATP5F1C	ATP5ME
ATP5F1C	NDUFB3
RPL6	YWHAZ
RPL6	PIAS2
RPL6	SUMO3
RPL6	YWHAH
RPL6	RPS13
RPL6	CUL4B
RPL6	MCM5
RPL6	RPS11
RPL6	RPL23
RPL6	CUL4A
RPL6	SRP14
RPL6	MAP3K8
RPL6	RPS26
RPL6	FAU
RPL6	TUBA1A
RPL6	TUBB1
RPL6	RPL26L1
RPL6	UBA52
RPL6	RPS24
RPL6	TUFM
RPL6	RPL36A
RPL6	BRD4
RPL6	NEDD8
RPL6	PIAS1
RPL6	NAP1L1
RPL6	REL
RPL6	ARRB1
RPL6	CHUK
RPL6	IKBKB
RPL6	RPLP2
RPL6	PSMD2
RPL6	IKBKG
RPL6	RPL7
RPL6	MRPS5
RPL6	RPL27
RPL6	FBXO7
RPL6	IMMT
RPL6	PCBP2
RPL6	RPL39
RPL6	SCYL2
RPL6	GLG1
RPL6	EIF2A
RPL6	DDX19B
USP10	IKBKG
USP10	PTEN
USP10	CELF1
USP10	ATM
USP10	ULK1
USP10	SIRT6
USP10	SNX3
USP10	TMEM176A
USP10	EIF4G3
ANAPC5	PTEN
ANAPC5	NFYC
ANAPC5	ANAPC15
CSDE1	UBE2I
CSDE1	PAK2
CSDE1	CDC42
CSDE1	HNRNPD
MRPS5	RPL23
MRPS5	RPL7
MRPS5	IMMT
MRPS5	MRPL23
MRPS5	MRPS34
MRPS5	MRPL15
MRPS5	MRPS12
MRPS5	MRPL20
MRPS5	DAP3
MRPS5	MRPL44
MRPS5	MRPL33
MRPS5	MRPL52
MRPS5	MRPL16
MRPS5	MRPL34
MRPS5	MRPS11
MRPS5	LACTB
MRPS5	MRPL28
ATXN2	SUMO3
ATXN2	BAG6
ATXN2	VHL
ATXN2	ATXN1
ATXN2	NCOA4
ATXN2	ACTN1
ATXN2	LCP1
ATXN2	IDH3B
IMMT	RPS13
IMMT	RPL23
IMMT	RPL7
IMMT	VAPA
IMMT	APC
IMMT	BAG6
IMMT	ARF6
IMMT	NIPSNAP3A
IMMT	MTM1
IMMT	SNAPIN
IMMT	MICOS10
IMMT	UQCRQ
IMMT	TOMM22
IMMT	PLA2G15
IMMT	TNNT1
IMMT	EIF3F
IMMT	RER1
IMMT	DISC1
IMMT	NDUFA9
IMMT	CCT5
IMMT	MRPL44
IMMT	TUBGCP3
IMMT	MTX1
IMMT	NDUFS3
IMMT	PCBP2
IMMT	CLN3
IMMT	SLC25A46
IMMT	NDUFB9
IMMT	SDHAF2
EIF4B	RPS6KA1
EIF4B	RPL23
EIF4B	PAK2
EIF4B	ARRB1
EIF4B	TAB1
EIF4B	EIF3M
EIF4B	IPO8
EIF4B	AGO3
EIF4B	MYCBP
EIF4B	EIF3F
EIF4B	USP7
EIF4B	CLNS1A
EIF4B	OXA1L
EIF4B	NDUFA4
EIF4B	EIF4G3
EIF4B	SSR4
EIF4B	EIF3A
EIF4B	TMEM33
EIF4G3	CAMK1
EIF4G3	EIF3H
EIF4G3	EIF3F
EIF4G3	MKNK1
HNRNPD	UBE2I
HNRNPD	YWHAZ
HNRNPD	YWHAH
HNRNPD	RPS13
HNRNPD	CUL4B
HNRNPD	RPL7
HNRNPD	EIF3E
HNRNPD	VIM
HNRNPD	ANXA2
HNRNPD	VHL
HNRNPD	TUBA1A
HNRNPD	RPS24
HNRNPD	ATP5F1A
HNRNPD	VDAC3
HNRNPD	PCBP2
HNRNPD	KAT2B
HNRNPD	PRKACA
HNRNPD	ACTB
HNRNPD	EIF3M
HNRNPD	MYL6
HNRNPD	ANXA6
HNRNPD	PTBP1
HNRNPD	CD4
HNRNPD	ING4
HNRNPD	EIF3K
HNRNPD	AHNAK
HNRNPD	ANXA1
HNRNPD	GNAI2
HNRNPD	LDHA
PCBP2	RPS13
PCBP2	RPL23
PCBP2	RPL7
PCBP2	YBX3
PCBP2	PTBP1
PCBP2	FTH1
PCBP2	SRSF3
PCBP2	QKI
RPL7	PIAS2
RPL7	SUMO3
RPL7	YWHAH
RPL7	RPS13
RPL7	CUL4B
RPL7	MCM5
RPL7	RPS11
RPL7	RPL23
RPL7	CUL4A
RPL7	CANX
RPL7	SRP14
RPL7	ACTB
RPL7	EIF3M
RPL7	RPS26
RPL7	FAU
RPL7	MYL6
RPL7	TUBA1A
RPL7	ANXA6
RPL7	TUBB1
RPL7	UBA52
RPL7	CD4
RPL7	VIM
RPL7	RPS24
RPL7	EIF3K
RPL7	TUFM
RPL7	RPL36A
RPL7	ANXA1
RPL7	NEDD8
RPL7	VDAC3
RPL7	DDX19B
RPL7	GNAI2
RPL7	NAP1L1
RPL7	ATP5F1A
RPL7	ANXA2
RPL7	EIF2A
RPL7	EIF3E
RPL7	MAP3K1
RPL7	PIAS1
RPL7	RPLP2
RPL7	PSMD2
RPL7	PHC2
RPL7	PPP1CC
RPL7	RPL39
RPL7	SCYL2
RPL7	RPL27
RPL7	TBK1
HBB	HP
HBB	SELENOT
HBB	HBA1
HBB	HBA2
RPS13	PIAS2
RPS13	SUMO3
RPS13	YWHAH
RPS13	SRP14
RPS13	MAP3K8
RPS13	ACTB
RPS13	EIF3M
RPS13	RPS26
RPS13	FAU
RPS13	MYL6
RPS13	TUBA1A
RPS13	ANXA6
RPS13	TUBB1
RPS13	UBA52
RPS13	CD4
RPS13	VIM
RPS13	RPS24
RPS13	EIF3K
RPS13	TUFM
RPS13	RPL36A
RPS13	ANXA1
RPS13	NEDD8
RPS13	VDAC3
RPS13	DDX19B
RPS13	REL
RPS13	GNAI2
RPS13	CUL4B
RPS13	CHUK
RPS13	NAP1L1
RPS13	RPS11
RPS13	ATP5F1A
RPS13	ANXA2
RPS13	MCM5
RPS13	EIF2A
RPS13	EIF3E
RPS13	MAP3K1
RPS13	PIAS1
RPS13	RPLP2
RPS13	RPL23
RPS13	PPP1CC
RPS13	RPL27
RPS13	GLG1
RPS13	CUL4A
RPS13	SCYL2
RPS13	RPL39
RPS13	IKBKB
RPS13	IKBKG
RPS13	PSMD2
IKBKE	UBE2I
IKBKE	TRIM27
IKBKE	RPS11
IKBKE	PSMD2
IKBKE	ATP5PB
IKBKE	HADHA
IKBKE	IKBKG
IKBKE	SSR1
IKBKE	PRKCSH
IKBKE	SDHB
IKBKE	PSMA1
IKBKE	PSME3
IKBKE	MAPRE1
IKBKE	REL
IKBKE	PSMA7
IKBKE	PSMC6
IKBKE	PSME2
IKBKE	SRP14
IKBKE	EIF3M
IKBKE	DSTYK
IKBKE	PSMB1
IKBKE	SEC23B
IKBKE	MYL6
IKBKE	ETFB
IKBKE	PSMB3
IKBKE	UBE2K
IKBKE	AZI2
IKBKE	LTA4H
IKBKE	MTPN
IKBKE	ETFA
IKBKE	CLTC
IKBKE	MSN
IKBKE	UGGT1
IKBKE	TPM3
IKBKE	VMA21
IKBKE	PCMT1
IKBKE	TBCA
IKBKE	PDXK
IKBKE	RAB5C
IKBKE	TANK
IKBKE	PPP4C
IKBKE	UBA52
IKBKE	SMARCA4
IKBKE	GMFB
IKBKE	ERP29
IKBKE	MYL12A
IKBKE	RAB7A
IKBKE	PAK1
IKBKE	LYPLA1
IKBKE	ZC3H15
IKBKE	CCT5
IKBKE	PABPC4
IKBKE	ATP5PO
IKBKE	SOD2
IKBKE	BIRC2
IKBKE	TSN
IKBKE	APRT
IKBKE	ARMT1
IKBKE	PPP6C
